# seq — 244 Tombs of Amascut records from cache.osrs239
# id	symbol
1945	scarab_swarming
9419	npc_kephri_walk01
9420	npc_wardens_idle06
9421	npc_akkha_walk_03_spear
9490	toa_flip_tile
9491	toa_sot_idle
9492	toa_sot_cast_a
9493	toa_sot_cast_b
9494	toa_sot_ready
9496	toa_tile_glow_idle
9498	toa_dust_falling
9501	toa_teleporter_idle
9502	toa_pillar_shake
9503	toa_pillar_idle
9504	toa_osmumten_chest_closed
9505	toa_osmumten_chest_reveal
9506	toa_osmumten_chest_open
9515	toa_obelisk01_glow
9516	toa_wall_raising
9517	toa_wall_static
9518	toa_boulder_rolling
9519	toa_dung_drop
9520	toa_life_leach
9524	toa_wardens01_pyramid_attack
9525	toa_wardens01_pyarmid_appear
9526	toa_wardens01_pyarmid_leave
9527	toa_wardens01_pyramid_load
9528	toa_wardens01_pyramid_invisible
9529	npc_scabaras_idle01
9530	npc_scabaras_walk01
9531	npc_scabaras_trapped01
9532	npc_crondis_idle01
9533	npc_crondis_walk01
9534	npc_crondis_trapped01
9535	npc_apmeken_idle01
9536	npc_apmeken_walk01
9537	npc_apmeken_trapped01
9538	npc_het_idle01
9539	npc_het_walk01
9540	npc_het_trapped01
9542	toa_het_orb_walk01
9543	toa_spell_tumeken01_cast01
9544	toa_keris_partisan_special01
9545	toa_keris_partisan_special01_fx
9546	toa_tumekans_light_cast01
9547	crondis_column_trap_anim
9548	crondis_poison_tile_idle
9549	crondis_poison_tile_activate_01
9550	crondis_poison_tile_activate_02
9551	crondis_poison_tile_activate_03
9552	crondis_poison_tile_activate_04
9553	crondis_poison_tile_activate_05
9554	crondis_poison_tile_activate_06
9555	crondis_poison_tile_activate_07
9556	crondis_poison_tile_activate_08
9557	crondis_poison_tile_activate_09
9558	crondis_poison_tile_activate_10
9559	crondis_poison_spotanim
9560	crondis_poison_spotanim_2
9561	crondis_poison_spotanim_3
9562	crondis_spear_trap_idle
9563	crondis_spear_trap_activate
9564	crondis_spear_trap_spear
9565	crondis_spear_trap_spear02
9572	npc_kephri_idle
9573	npc_kephri_turn_left
9574	npc_kephri_turn_right
9575	npc_kephri_attack_ranged
9576	npc_kephri_attack_ranged_radial
9577	npc_kephri_attack_magic_radial
9578	npc_kephri_attack_special_eggs
9579	npc_kephri_stunned
9580	npc_kephri_stunned_idle
9581	npc_kephri_stunned_wakeup
9582	npc_kephri_death
9583	npc_kephri_dead
9584	npc_scarab_walk
9585	npc_scarab_walk_backwards
9586	npc_scarab_idle
9587	npc_scarab_attack
9588	npc_scarab_ranged_attack
9589	npc_scarab_spawn
9590	npc_scarab_death
9591	npc_scarab_flying_takeoff
9592	npc_scarab_flying_idle
9593	npc_scarab_flying_idle02
9594	npc_scarab_flying_attack
9595	npc_scarab_flying_landing
9596	npc_scarab_flying_spawn
9597	npc_scarab_flying_death
9598	npc_scarab_flying_death02
9599	npc_scarab_flying_death03
9600	npc_scarab_flying_explode01
9605	npc_swarm01_scarab01_spawn01
9606	npc_swarm01_scarab01_idle01
9607	npc_swarm01_scarab01_integrate01
9608	npc_swarm01_scarab01_death01
9618	npc_zebak01_idle
9619	npc_zebak02_idle
9620	npc_zebak01_attack_melee
9621	npc_zebak02_attack_melee
9622	npc_zebak01_attack_melee_enraged
9623	npc_zebak02_attack_melee_enraged
9624	npc_zebak01_attack_ranged
9625	npc_zebak02_attack_ranged
9626	npc_zebak01_attack_ranged_enraged
9627	npc_zebak02_attack_ranged_enraged
9628	npc_zebak01_attack_roar
9629	npc_zebak02_attack_roar
9630	npc_zebak01_attack_tail
9631	npc_zebak02_attack_tail
9632	npc_zebak01_attack_special
9633	npc_zebak02_attack_special
9634	npc_zebak01_death
9635	npc_zebak02_death
9636	npc_zebak01_dead
9637	npc_zebak02_dead
9638	spotanim_zebak_magic01
9641	spotanim_zebak_ranged01
9644	spotanim_zebak_pitcher01
9646	spotanim_zebak_shield01
9647	spotanim_zebak_attack_roar
9648	toa_wardens_buff_spotanim
9649	npc_wardens_walk01
9650	npc_wardens_walk02
9651	npc_wardens_walk03
9652	npc_wardens_walk04
9653	npc_wardens_idle01
9654	npc_wardens_idle02
9655	npc_wardens_idle03
9656	npc_wardens_idle04
9657	npc_wardens_idle05
9658	npc_wardens_stomp01
9659	npc_wardens_melee01
9660	npc_wardens_ranged01
9661	npc_wardens_magic01
9662	npc_wardens_death01
9663	npc_wardens_wake01
9664	npc_wardens_wake02
9665	npc_wardens_dormant01
9666	npc_wardens_special01
9667	npc_wardens_impact01
9668	npc_wardens_launch01
9669	npc_wardens_explosion01
9670	npc_wardens_kneel01
9671	npc_wardens_kneeling01
9672	npc_wardens_standup01
9673	npc_wardens_headless01
9674	npc_wardens_attackleft01
9675	npc_wardens_attackleft02
9676	npc_wardens_attackright01
9677	npc_wardens_attackright02
9678	npc_wardens_attackcenter01
9679	npc_wardens_attackcenter02
9680	npc_wardens_stagger01
9681	npc_wardens_release01
9682	npc_wardens_charge01
9683	npc_wardens_charging01
9684	npc_wardens_enraging01
9685	npc_wardens_enraged01
9712	toa_wardens_debris_floating
9713	toa_wardens_entomb
9714	toa_wardens_entomb_loop
9715	toa_wardens_entomb_end
9716	npc_amascut_giant01_idle01
9717	npc_amascut_giant01_suck01
9718	npc_amascut_giant01_enrage01
9719	npc_amascut_giant01_exit01
9720	fx_obelisk_wardens_phase01_idle01
9721	fx_obelisk_wardens01_cast
9722	wardens_p3_tile
9723	fx_obelisk_wardens01_charge
9724	fx_obelisk_wardens01_charge_part1
9725	fx_obelisk_wardens01_charge_part2
9726	fx_obelisk_wardens01_charge_part3
9727	fx_obelisk_wardens02_bomb
9728	fx_obelisk_wardens02_open
9729	fx_obelisk_wardens02_close
9730	fx_obelisk_wardens02_wave
9731	fx_obelisk_wardens02_cast
9732	fx_obelisk_wardens02_beam
9733	fx_obelisk_wardens02_sweep
9734	fx_obelisk_wardens02_death
9735	fx_wardens_energy_death01
9736	fx_wardens_energy_grounded01
9737	npc_mandrill_walk01
9738	npc_mandrill_walk01_backwards
9739	npc_mandrill_walk02
9740	npc_mandrill_walk02_backwards
9741	npc_mandrill_idle
9742	npc_mandrill_attack_melee
9744	npc_mandrill_attack_ranged_01
9745	npc_mandrill_attack_ranged_02
9746	npc_mandrill_attack_magic
9747	npc_mandrill_attack_magic_02
9748	npc_mandrill_attack_special_jump01
9749	npc_mandrill_attack_special_ranged01
9750	npc_mandrill_attack_special_idle01
9751	npc_mandrill_attack_special_end01
9752	npc_mandrill_spawn01
9753	npc_mandrill_spawn02
9754	npc_mandrill_despawn01
9755	npc_mandrill_despawn02
9756	npc_mandrill_explode
9758	toa_baba_banana_fall
9760	npc_akkha_idle_spear
9761	npc_akkha_idle_sword
9762	npc_akkha_walk_01_spear
9763	npc_akkha_walk_01_sword
9764	npc_akkha_walk_02_spear
9765	npc_akkha_walk_02_sword
9766	npc_akkha_walk_backwards_01_spear
9767	npc_akkha_walk_backwards_01_sword
9768	npc_akkha_walk_backwards_02_spear
9769	npc_akkha_walk_backwards_02_sword
9770	npc_akkha_attack_melee_spear
9771	npc_akkha_attack_melee_sword
9772	npc_akkha_attack_ranged_spear
9773	npc_akkha_attack_ranged_sword
9774	npc_akkha_attack_magic_spear
9775	npc_akkha_attack_magic_sword
9776	npc_akkha_attack_magic_01_spear
9777	npc_akkha_attack_magic_02_spear
9778	npc_akkha_attack_magic_03_spear
9779	npc_akkha_attack_magic_04_spear
9780	npc_akkha_attack_magic_01_sword
9781	npc_akkha_attack_magic_02_sword
9782	npc_akkha_attack_magic_03_sword
9783	npc_akkha_attack_magic_04_sword
9784	npc_akkha_teleport_disappear_spear
9785	npc_akkha_teleport_appear_spear
9786	npc_akkha_teleport_disappear_sword
9787	npc_akkha_teleport_appear_sword
9788	npc_akkha_attack_stomp_spear
9789	npc_akkha_attack_stomp_sword
9790	npc_akkha_spawn_spear
9791	npc_akkha_spawn_sword
9792	npc_akkha_death_spear
9793	npc_akkha_death_sword
9794	fx_orb_dust_idle
9809	npc_akkha_walk_03_sword
9810	npc_akkha_walk_backwards_03_spear
9811	npc_akkha_walk_backwards_03_sword
11596	spotanim_zebak_attack_roar_short
