npc_id,npc_name,gameval,framemap_id,seed_seqs,strict_covers
0,Hans,,0,9870 9869,false
1,Man,,0,808 819 820 821 822,true
2,Man,,0,808 819 820 821 822,false
3,Man,,0,808 819 820 821 822,true
4,Woman,,0,808 819 820 821 822,true
5,Woman,,0,808 819 820 821 822,false
6,Woman,,0,808 819 820 821 822,true
7,Farmer,,0,7188 7191 7192 7193 7194,false
8,Thief,,0,808 819 820 821 822,false
9,Guard,,0,808 819 820 821 822,false
10,Schoolgirl,,1628,7167 7165,true
11,Tramp,,0,808 819 820 821 822,false
12,Barbarian,,0,808 819 820 821 822,false
13,Wizard,,0,808 819 820 821 822,false
14,Druid,,0,808 819 820 821 822,true
15,Warrior woman,,0,808 819 820 821 822,false
16,Man,,0,808 819 820 821 822,true
17,Schoolgirl,,1628,7167 7165,true
18,Al-Kharid warrior,,0,808 819 820 821 822,false
19,White Knight,,0,7047 7046 7045 7044 7043,false
20,Paladin,,0,808 819 820 821 822,false
21,Hero,,0,808 819 820 821 822,false
22,Forester,,0,808 819 820 821 822,false
23,Knight of Ardougne,,0,808 819 820 821 822,false
24,Man,,0,808 819 820 821 822,false
25,Woman,,0,808 819 820 821 822,false
26,Knight of Ardougne,,0,819 820 821 822,false
27,Archer,,0,808 819 820 821 822,false
28,Zoo keeper,,0,808 819 820 821 822,false
29,Chuck,,0,808 819 820 821 822,false
30,Barman,,0,808 819 820 821 822,false
31,Priest,,0,808 819 820 821 822,false
32,Guard,,0,808 819 820 821 822,false
33,Door man,,0,808 819 820 821 822,false
34,Watchman,,0,808 819 820 821 822,false
35,Soldier,,0,808 819 820 821 822,false
36,Wyson the gardener,,0,808 819 820 821 822,false
37,Sigbert the Adventurer,,0,813 819 820 821 822,false
38,Shipyard worker,,0,808 819 820 821 822,false
39,Shipyard worker,,0,808 819 820 821 822,false
40,Shark,,335,10,false
41,Chicken,,1255,5386 5385,true
42,Sheep,,1247,5339 5340,false
43,Sheep,,1247,5335 5334,false
44,Banker,,0,808,true
45,Banker,,0,808,true
46,Duck,,1539,6818 6817,false
47,Rat,,326,2704 2703,true
48,Oomlie bird,,1255,5386 5385,true
49,Hellhound,,1491,6561 6583,true
50,King Black Dragon,,1080,90 4635,true
51,Baby dragon,,1080,27 21,true
52,Baby blue dragon,,1080,27 21,true
53,Red dragon,,1080,90 79,true
54,Black dragon,,1080,90 79,true
55,Blue dragon,,1080,90 79,true
56,Dryad,,295,96 93,false
57,Fairy,,299,112 106,false
58,Shadow spider,,1248,5326 5325,true
59,Giant spider,,1248,5326 5325,true
60,Giant spider,,1248,5326 5325,true
61,Spider,,1427,6247 6248,false
62,Jungle spider,,1248,5326 5325,true
63,Deadly red spider,,1248,5326 5325,true
64,Ice spider,,1248,5326 5325,true
65,Leprechaun,,319,195 189,true
66,Gnome,,319,195 189,true
67,Gnome,,319,195 189,true
68,Gnome,,319,195 189,true
69,Lizard man,,316,179 176,false
70,,,0,10898 10899,true
71,Orc,,322,232 229,true
72,Troll,,461,286 283,true
73,Zombie,,1288,5565 5566 5790 5788 5789,true
74,Zombie,,1288,5576 5577 5793 5792 5791,true
75,Zombie,,1288,5572 5570 5790 5788 5789,true
76,Zombie,,1288,5572 5570 5790 5788 5789,true
77,Summoned Zombie,,1288,5565 5566 5790 5788 5789,true
78,Giant bat,,1153,4914 4913,false
79,Death wing,,1153,4914 4913,false
80,Camel,,2163,9669 9670,false
81,Cow,,1338,5852 5848,true
82,Lesser demon,,1078,66 63,false
83,Greater demon,,1078,66 63,false
84,Black demon,,1078,66 63,false
85,Golem,,310,155 152,true
86,Giant rat,,1152,4932 4931,false
87,Giant rat,,1152,4932 4931,false
88,Dungeon rat,,1152,4932 4931,false
89,Unicorn,,1472,6374 6373,false
90,Skeleton,,1291,5483 5481,true
91,Skeleton,,1291,5483 5481,true
92,Skeleton,,1291,5483 5481,true
93,Skeleton,,1291,5493 5497,true
94,Skeleton Mage,,1291,5483 5479,true
95,Wolf,,1491,6580 6556,false
96,White wolf,,1491,6580 6556,false
97,White wolf,,1491,6580 6556,false
98,Dog,,1491,6561 6560,false
99,Guard dog,,1491,6561 6560,true
100,Goblin,,1415,6181 6180,true
101,Goblin,,1415,6186 6187,false
102,Goblin,,1415,6181 6180,false
103,Ghost,,1290,5538 5539,true
104,Ghost,,1289,5530 5531,true
105,Grizzly bear,,1151,4919 4923,false
106,Black bear,,1151,4919 4923,false
107,Scorpion,,1426,6252 6253,true
108,Poison Scorpion,,1426,6252 6253,true
109,Pit Scorpion,,1426,6258 6257,false
110,Fire giant,,1081,4662 4660,true
111,Ice giant,,1081,4670 4669,true
112,Moss giant,,1081,4656 4654,true
