kind,name,mean_ns,p50_ns,p95_ns,max_ns,total,per_frame,window
window_stage,frame,10750618,5208000,5875000,5425282000,,,0
window_stage,async,335584,2000,181000,88652000,,,0
window_stage,logic,712512,81000,491000,117002000,,,0
window_stage,cs2,642768,0,409000,116838000,,,0
window_stage,layout,439,0,1000,157000,,,0
window_stage,interact,18376,19000,27000,66000,,,0
window_stage,emit,183395,189000,332000,700000,,,0
window_stage,paint,530613,619000,696000,857000,,,0
window_stage,build,530754,619000,696000,857000,,,0
window_stage,render,3238191,3787000,4165000,5320000,,,0
window_stage,present,139870,137000,156000,232000,,,0
window_stage,server,98799,1000,2000,93709000,,,0
window_counter,uitree_find_id,,,,,715856,715.856000,0
window_counter,uitree_find_id_probes,,,,,1926412,1926.412000,0
window_counter,uitree_id_rebuild,,,,,498,0.498000,0
window_counter,uitree_find_child,,,,,27108,27.108000,0
window_counter,uitree_find_child_hit,,,,,15747,15.747000,0
window_counter,uitree_find_child_ceil_miss,,,,,10718,10.718000,0
window_counter,uitree_walk_emit,,,,,2677704,2677.704000,0
window_counter,uitree_walk_hit,,,,,548725,548.725000,0
window_counter,uitree_walk_hover,,,,,88805,88.805000,0
window_counter,uitree_emit_skip,,,,,2372453,2372.453000,0
window_counter,uitree_layout_resolve,,,,,823,0.823000,0
window_counter,uitree_layout_skip,,,,,393,0.393000,0
window_counter,uitree_layout_nodes,,,,,2913443,2913.443000,0
window_counter,uitree_layout_node_skip,,,,,2795494,2795.494000,0
window_counter,uitree_layout_depth_recompute,,,,,416,0.416000,0
window_counter,uitree_ensure_layout,,,,,19668,19.668000,0
window_counter,uitree_cc_create,,,,,11054,11.054000,0
window_counter,uitree_cc_deleteall,,,,,715,0.715000,0
window_counter,uitree_cc_deleteall_rows,,,,,5022,5.022000,0
window_counter,uitree_apply_geo,,,,,26105,26.105000,0
window_counter,uitree_apply_content,,,,,30213,30.213000,0
window_counter,uitree_apply_hook,,,,,8202,8.202000,0
window_counter,uitree_apply_other,,,,,468149,468.149000,0
window_gauge,uitree_components,,,,,7398,7398.000000,0
window_gauge,uitree_capacity,,,,,8192,8192.000000,0
window_gauge,uitree_node_bytes,,,,,17039360,17039360.000000,0
window_counter,cs2_scripts,,,,,9770,9.770000,0
window_counter,cs2_opcodes,,,,,2275799,2275.799000,0
window_counter,cs2_host_ops,,,,,317201,317.201000,0
window_counter,cs2_cycles,,,,,2275799,2275.799000,0
window_counter,cs2_vm_acquire,,,,,7439,7.439000,0
window_counter,cs2_vm_pool_hit,,,,,7437,7.437000,0
window_counter,cs2_vm_pool_miss,,,,,2,0.002000,0
window_counter,cs2_vm_init_ns,,,,,5156000,5156.000000,0
window_counter,cs2_frame_pool_hit,,,,,16792,16.792000,0
window_counter,cs2_frame_pool_miss,,,,,15,0.015000,0
window_counter,cache_model_hit,,,,,15450,15.450000,0
window_counter,cache_model_miss,,,,,2393,2.393000,0
window_counter,cache_sprite_hit,,,,,39134,39.134000,0
window_counter,cache_sprite_miss,,,,,1031,1.031000,0
window_counter,painter_pops,,,,,7081128,7081.128000,0
window_counter,painter_gate_rejects,,,,,3095495,3095.495000,0
window_counter,painter_pushes,,,,,7081128,7081.128000,0
window_counter,painter_push_dedup,,,,,3086017,3086.017000,0
window_counter,painter_drain_events,,,,,3360,3.360000,0
window_gauge,painter_commands,,,,,5223,5223.000000,0
window_gauge,painter_tiles_remaining_set,,,,,4325,4325.000000,0
window_gauge,scene_elements,,,,,19380,19380.000000,0
window_gauge,scene_anim_list,,,,,150,150.000000,0
window_gauge,zone_map_count,,,,,51,51.000000,0
window_gauge,zone_map_capacity,,,,,256,256.000000,0
window_gauge,npc_slot_max,,,,,65,65.000000,0
window_gauge,cache_model_size,,,,,1203,1203.000000,0
window_gauge,cache_sprite_size,,,,,593,593.000000,0
window_counter,iface_open,,,,,26,0.026000,0
window_counter,iface_close,,,,,2,0.002000,0
window_counter,iface_bake,,,,,22,0.022000,0
window_counter,iface_bake_reuse,,,,,4,0.004000,0
window_counter,iface_mount_ns,,,,,8034000,8034.000000,0
window_counter,iface_close_ns,,,,,1000,1.000000,0
window_gauge,iface_groups_resident,,,,,28,28.000000,0
window_gauge,uitree_hidden,,,,,4330,4330.000000,0
window_gauge,uitree_hook_blocks,,,,,1025,1025.000000,0
window_gauge,uitree_hook_bytes,,,,,10455000,10455000.000000,0
window_gauge,host_inv_hooks,,,,,19,19.000000,0
window_gauge,host_var_hooks,,,,,163,163.000000,0
window_gauge,host_stat_hooks,,,,,64,64.000000,0
window_gauge,bridge_sprite_map,,,,,544,544.000000,0
window_gauge,bridge_obj_icon_map,,,,,181,181.000000,0
window_gauge,cache_clientscript_size,,,,,531,531.000000,0
window_counter,uitree_anim_scan,,,,,660,0.660000,0
window_counter,iface_group_scan_nodes,,,,,2501,2.501000,0
window_stage,frame,5549585,5453000,6458000,7959000,,,1
window_stage,async,55270,3000,189000,581000,,,1
window_stage,logic,213525,97000,494000,657000,,,1
window_stage,cs2,118445,0,381000,524000,,,1
window_stage,layout,95,0,1000,1000,,,1
window_stage,interact,22195,22000,30000,38000,,,1
window_stage,emit,250385,234000,409000,628000,,,1
window_stage,paint,662275,636000,755000,1879000,,,1
window_stage,build,662530,636000,756000,1880000,,,1
window_stage,render,3995430,3950000,4521000,5263000,,,1
window_stage,present,144575,139000,159000,384000,,,1
window_stage,server,1905,1000,2000,79000,,,1
window_counter,uitree_find_id,,,,,109708,548.540000,1
window_counter,uitree_find_id_probes,,,,,173060,865.300000,1
window_counter,uitree_find_child,,,,,120,0.600000,1
window_counter,uitree_find_child_hit,,,,,90,0.450000,1
window_counter,uitree_find_child_ceil_miss,,,,,30,0.150000,1
window_counter,uitree_walk_emit,,,,,629600,3148.000000,1
window_counter,uitree_walk_hit,,,,,127000,635.000000,1
window_counter,uitree_walk_hover,,,,,19400,97.000000,1
window_counter,uitree_emit_skip,,,,,557000,2785.000000,1
window_counter,uitree_layout_resolve,,,,,136,0.680000,1
window_counter,uitree_layout_skip,,,,,68,0.340000,1
window_counter,uitree_layout_nodes,,,,,503064,2515.320000,1
window_counter,uitree_layout_node_skip,,,,,503028,2515.140000,1
window_counter,uitree_layout_depth_recompute,,,,,68,0.340000,1
window_counter,uitree_ensure_layout,,,,,3580,17.900000,1
window_counter,uitree_cc_deleteall,,,,,68,0.340000,1
window_counter,uitree_apply_geo,,,,,1490,7.450000,1
window_counter,uitree_apply_content,,,,,1166,5.830000,1
window_counter,uitree_apply_hook,,,,,196,0.980000,1
window_counter,uitree_apply_other,,,,,100040,500.200000,1
window_gauge,uitree_components,,,,,7398,7398.000000,1
window_gauge,uitree_capacity,,,,,8192,8192.000000,1
window_gauge,uitree_node_bytes,,,,,17039360,17039360.000000,1
window_counter,cs2_scripts,,,,,1496,7.480000,1
window_counter,cs2_opcodes,,,,,141060,705.300000,1
window_counter,cs2_host_ops,,,,,18898,94.490000,1
window_counter,cs2_cycles,,,,,141060,705.300000,1
window_counter,cs2_vm_acquire,,,,,1496,7.480000,1
window_counter,cs2_vm_pool_hit,,,,,1496,7.480000,1
window_counter,cs2_vm_init_ns,,,,,1194000,5970.000000,1
window_counter,cs2_frame_pool_hit,,,,,3106,15.530000,1
window_counter,cache_sprite_hit,,,,,8600,43.000000,1
window_counter,painter_pops,,,,,1682430,8412.150000,1
window_counter,painter_gate_rejects,,,,,735091,3675.455000,1
window_counter,painter_pushes,,,,,1682430,8412.150000,1
window_counter,painter_push_dedup,,,,,734274,3671.370000,1
window_counter,painter_drain_events,,,,,800,4.000000,1
window_gauge,painter_commands,,,,,5222,5222.000000,1
window_gauge,painter_tiles_remaining_set,,,,,4325,4325.000000,1
window_gauge,scene_elements,,,,,19380,19380.000000,1
window_gauge,scene_anim_list,,,,,150,150.000000,1
window_gauge,zone_map_count,,,,,53,53.000000,1
window_gauge,zone_map_capacity,,,,,256,256.000000,1
window_gauge,npc_slot_max,,,,,65,65.000000,1
window_gauge,cache_model_size,,,,,1203,1203.000000,1
window_gauge,cache_sprite_size,,,,,593,593.000000,1
window_gauge,iface_groups_resident,,,,,28,28.000000,1
window_gauge,uitree_hidden,,,,,4330,4330.000000,1
window_gauge,uitree_hook_blocks,,,,,1025,1025.000000,1
window_gauge,uitree_hook_bytes,,,,,10455000,10455000.000000,1
window_gauge,host_inv_hooks,,,,,19,19.000000,1
window_gauge,host_var_hooks,,,,,163,163.000000,1
window_gauge,host_stat_hooks,,,,,64,64.000000,1
window_gauge,bridge_sprite_map,,,,,544,544.000000,1
window_gauge,bridge_obj_icon_map,,,,,181,181.000000,1
window_gauge,cache_clientscript_size,,,,,531,531.000000,1
window_counter,uitree_anim_scan,,,,,136,0.680000,1
