kind,name,mean_ns,p50_ns,p95_ns,max_ns,total,per_frame
meta,total_frames,,,,,,900,
meta,frames_over_20ms,,,,,,12,
meta,eff_fps,,,,,,86.830,
stage,frame,11516816,5903000,6248000,4741903000,,
stage,async,253206,1000,234000,78221000,,
stage,logic,862407,174000,364000,269489000,,
stage,cs2,736217,0,222000,269021000,,
stage,layout,391,0,1000,116000,,
stage,interact,13702,13000,19000,30000,,
stage,emit,133316,146000,192000,293000,,
stage,paint,688412,787000,867000,1007000,,
stage,build,688493,787000,867000,1007000,,
stage,render,2642652,3040000,3171000,3594000,,
stage,present,226330,221000,278000,332000,,
counter,uitree_find_id,,,,,620328,689.253333
counter,uitree_find_id_probes,,,,,1638547,1820.607778
counter,uitree_find_id_linear,,,,,0,0.000000
counter,uitree_id_rebuild,,,,,43,0.047778
counter,uitree_find_child,,,,,26777,29.752222
counter,uitree_find_child_hit,,,,,14518,16.131111
counter,uitree_find_child_ceil_miss,,,,,11692,12.991111
counter,uitree_walk_emit,,,,,2233031,2481.145556
counter,uitree_walk_emit_drag,,,,,2736773,3040.858889
counter,uitree_walk_hit,,,,,557345,619.272222
counter,uitree_walk_hover,,,,,85850,95.388889
counter,uitree_walk_drop,,,,,0,0.000000
counter,uitree_emit_skip,,,,,4111391,4568.212222
counter,uitree_layout_resolve,,,,,689,0.765556
counter,uitree_layout_skip,,,,,347,0.385556
counter,uitree_layout_nodes,,,,,2185431,2428.256667
counter,uitree_layout_node_skip,,,,,2091392,2323.768889
counter,uitree_layout_depth_recompute,,,,,329,0.365556
counter,uitree_ensure_layout,,,,,17135,19.038889
counter,uitree_cc_create,,,,,8188,9.097778
counter,uitree_cc_delete,,,,,3,0.003333
counter,uitree_cc_deleteall,,,,,490,0.544444
counter,uitree_cc_deleteall_rows,,,,,2740,3.044444
counter,uitree_apply_geo,,,,,22279,24.754444
counter,uitree_apply_content,,,,,25095,27.883333
counter,uitree_apply_hook,,,,,5816,6.462222
counter,uitree_apply_other,,,,,426877,474.307778
counter,uitree_key_scan,,,,,0,0.000000
counter,uitree_key_scan_nodes,,,,,0,0.000000
counter,uitree_components,,,,,5525178,6139.086667
counter,uitree_capacity,,,,,6412288,7124.764444
counter,uitree_free_list,,,,,1251,1.390000
counter,uitree_node_bytes,,,,,11029135360,12254594.844444
counter,cs2_scripts,,,,,10276,11.417778
counter,cs2_opcodes,,,,,1983385,2203.761111
counter,cs2_host_ops,,,,,271807,302.007778
counter,cs2_cycles,,,,,1983385,2203.761111
counter,cs2_aborts,,,,,0,0.000000
counter,cs2_vm_acquire,,,,,8212,9.124444
counter,cs2_vm_pool_hit,,,,,8210,9.122222
counter,cs2_vm_pool_miss,,,,,2,0.002222
counter,cs2_vm_init_ns,,,,,6704000,7448.888889
counter,cache_model_hit,,,,,25030,27.811111
counter,cache_model_miss,,,,,2193,2.436667
counter,cache_model_evict,,,,,0,0.000000
counter,cache_sprite_hit,,,,,2540,2.822222
counter,cache_sprite_miss,,,,,911,1.012222
counter,cache_sprite_evict,,,,,0,0.000000
counter,cache_texture_hit,,,,,0,0.000000
counter,cache_texture_miss,,,,,0,0.000000
counter,cache_objtype_hit,,,,,0,0.000000
counter,cache_objtype_miss,,,,,0,0.000000
counter,cache_npctype_hit,,,,,0,0.000000
counter,cache_npctype_miss,,,,,0,0.000000
counter,cache_loc_hit,,,,,0,0.000000
counter,cache_loc_miss,,,,,0,0.000000
counter,cache_other_hit,,,,,0,0.000000
counter,cache_other_miss,,,,,0,0.000000
counter,cache_group_hit,,,,,0,0.000000
counter,cache_group_miss,,,,,0,0.000000
counter,cache_group_evict,,,,,0,0.000000
counter,cache_archive_hit,,,,,0,0.000000
counter,cache_archive_miss,,,,,0,0.000000
counter,cache_archive_evict,,,,,0,0.000000
counter,model_inst_hit,,,,,0,0.000000
counter,model_inst_miss,,,,,0,0.000000
counter,model_inst_evict,,,,,0,0.000000
