kind,name,mean_ns,p50_ns,p95_ns,max_ns,total,per_frame
meta,total_frames,,,,,,900,
meta,frames_over_20ms,,,,,,12,
meta,eff_fps,,,,,,93.487,
stage,frame,10696672,5335000,5667000,4495365000,,
stage,async,232587,1000,190000,76143000,,
stage,logic,784513,150000,267000,258113000,,
stage,cs2,676661,0,157000,257755000,,
stage,layout,473,0,0,111000,,
stage,interact,11294,11000,16000,31000,,
stage,emit,57658,65000,75000,108000,,
stage,paint,648428,745000,783000,880000,,
stage,build,648488,745000,783000,881000,,
stage,render,2358242,2716000,2843000,3079000,,
stage,present,213655,202000,286000,345000,,
counter,uitree_find_id,,,,,614514,682.793333
counter,uitree_find_id_probes,,,,,1588444,1764.937778
counter,uitree_find_id_linear,,,,,0,0.000000
counter,uitree_id_rebuild,,,,,43,0.047778
counter,uitree_find_child,,,,,26128,29.031111
counter,uitree_find_child_hit,,,,,14323,15.914444
counter,uitree_find_child_ceil_miss,,,,,11238,12.486667
counter,uitree_walk_emit,,,,,2236151,2484.612222
counter,uitree_walk_emit_drag,,,,,0,0.000000
counter,uitree_walk_hit,,,,,558000,620.000000
counter,uitree_walk_hover,,,,,85912,95.457778
counter,uitree_walk_drop,,,,,0,0.000000
counter,uitree_emit_skip,,,,,2117819,2353.132222
counter,uitree_layout_resolve,,,,,648,0.720000
counter,uitree_layout_skip,,,,,329,0.365556
counter,uitree_layout_nodes,,,,,2021955,2246.616667
counter,uitree_layout_node_skip,,,,,1928018,2142.242222
counter,uitree_layout_depth_recompute,,,,,307,0.341111
counter,uitree_ensure_layout,,,,,15798,17.553333
counter,uitree_cc_create,,,,,8188,9.097778
counter,uitree_cc_delete,,,,,3,0.003333
counter,uitree_cc_deleteall,,,,,463,0.514444
counter,uitree_cc_deleteall_rows,,,,,2740,3.044444
counter,uitree_apply_geo,,,,,21245,23.605556
counter,uitree_apply_content,,,,,24166,26.851111
counter,uitree_apply_hook,,,,,5681,6.312222
counter,uitree_apply_other,,,,,427226,474.695556
counter,uitree_key_scan,,,,,0,0.000000
counter,uitree_key_scan_nodes,,,,,0,0.000000
counter,uitree_components,,,,,5525751,6139.723333
counter,uitree_capacity,,,,,6420480,7133.866667
counter,uitree_free_list,,,,,1114,1.237778
counter,uitree_node_bytes,,,,,11043225600,12270250.666667
counter,cs2_scripts,,,,,9551,10.612222
counter,cs2_opcodes,,,,,1886864,2096.515556
counter,cs2_host_ops,,,,,259867,288.741111
counter,cs2_cycles,,,,,1886864,2096.515556
counter,cs2_aborts,,,,,0,0.000000
counter,cs2_vm_acquire,,,,,7487,8.318889
counter,cs2_vm_pool_hit,,,,,7485,8.316667
counter,cs2_vm_pool_miss,,,,,2,0.002222
counter,cs2_vm_init_ns,,,,,5253000,5836.666667
counter,cache_model_hit,,,,,25030,27.811111
counter,cache_model_miss,,,,,2193,2.436667
counter,cache_model_evict,,,,,0,0.000000
counter,cache_sprite_hit,,,,,2534,2.815556
counter,cache_sprite_miss,,,,,911,1.012222
counter,cache_sprite_evict,,,,,0,0.000000
counter,cache_texture_hit,,,,,0,0.000000
counter,cache_texture_miss,,,,,0,0.000000
counter,cache_objtype_hit,,,,,0,0.000000
counter,cache_objtype_miss,,,,,0,0.000000
counter,cache_npctype_hit,,,,,0,0.000000
counter,cache_npctype_miss,,,,,0,0.000000
counter,cache_loc_hit,,,,,0,0.000000
counter,cache_loc_miss,,,,,0,0.000000
counter,cache_other_hit,,,,,0,0.000000
counter,cache_other_miss,,,,,0,0.000000
counter,cache_group_hit,,,,,0,0.000000
counter,cache_group_miss,,,,,0,0.000000
counter,cache_group_evict,,,,,0,0.000000
counter,cache_archive_hit,,,,,0,0.000000
counter,cache_archive_miss,,,,,0,0.000000
counter,cache_archive_evict,,,,,0,0.000000
counter,model_inst_hit,,,,,0,0.000000
counter,model_inst_miss,,,,,0,0.000000
counter,model_inst_evict,,,,,0,0.000000
