kind,name,mean_ns,p50_ns,p95_ns,max_ns,total,per_frame,window
window_stage,frame,14707038,3867000,4503000,5061663000,,,0
window_stage,async,477050,1000,262000,83508000,,,0
window_stage,logic,1432442,168000,596000,269258000,,,0
window_stage,cs2,1305790,0,431000,268714000,,,0
window_stage,layout,536,0,1000,114000,,,0
window_stage,interact,15922,16000,26000,33000,,,0
window_stage,emit,83756,92000,174000,224000,,,0
window_stage,paint,218584,301000,353000,589000,,,0
window_stage,build,218676,301000,353000,590000,,,0
window_stage,render,2044556,2868000,3037000,3298000,,,0
window_stage,present,139992,134000,182000,338000,,,0
window_stage,server,197136,1000,3000,93779000,,,0
window_counter,uitree_find_id,,,,,406248,812.496000,0
window_counter,uitree_find_id_probes,,,,,1250454,2500.908000,0
window_counter,uitree_id_rebuild,,,,,158,0.316000,0
window_counter,uitree_find_child,,,,,26821,53.642000,0
window_counter,uitree_find_child_hit,,,,,15833,31.666000,0
window_counter,uitree_find_child_ceil_miss,,,,,10403,20.806000,0
window_counter,uitree_walk_emit,,,,,1054848,2109.696000,0
window_counter,uitree_walk_hit,,,,,266795,533.590000,0
window_counter,uitree_walk_hover,,,,,43630,87.260000,0
window_counter,uitree_emit_skip,,,,,998370,1996.740000,0
window_counter,uitree_layout_resolve,,,,,422,0.844000,0
window_counter,uitree_layout_skip,,,,,212,0.424000,0
window_counter,uitree_layout_nodes,,,,,1249265,2498.530000,0
window_counter,uitree_layout_node_skip,,,,,1141439,2282.878000,0
window_counter,uitree_layout_depth_recompute,,,,,196,0.392000,0
window_counter,uitree_ensure_layout,,,,,9536,19.072000,0
window_counter,uitree_cc_create,,,,,9209,18.418000,0
window_counter,uitree_cc_delete,,,,,1,0.002000,0
window_counter,uitree_cc_deleteall,,,,,366,0.732000,0
window_counter,uitree_cc_deleteall_rows,,,,,3649,7.298000,0
window_counter,uitree_apply_geo,,,,,19639,39.278000,0
window_counter,uitree_apply_content,,,,,23298,46.596000,0
window_counter,uitree_apply_hook,,,,,5973,11.946000,0
window_counter,uitree_apply_other,,,,,224698,449.396000,0
window_gauge,uitree_components,,,,,7092,7092.000000,0
window_gauge,uitree_capacity,,,,,8192,8192.000000,0
window_gauge,uitree_free_list,,,,,1,1.000000,0
window_gauge,uitree_node_bytes,,,,,14090240,14090240.000000,0
window_counter,cs2_scripts,,,,,6293,12.586000,0
window_counter,cs2_opcodes,,,,,1729264,3458.528000,0
window_counter,cs2_host_ops,,,,,241044,482.088000,0
window_counter,cs2_cycles,,,,,1729264,3458.528000,0
window_counter,cs2_vm_acquire,,,,,4194,8.388000,0
window_counter,cs2_vm_pool_hit,,,,,4192,8.384000,0
window_counter,cs2_vm_pool_miss,,,,,2,0.004000,0
window_counter,cs2_vm_init_ns,,,,,3245000,6490.000000,0
window_counter,cs2_frame_pool_hit,,,,,9334,18.668000,0
window_counter,cs2_frame_pool_miss,,,,,11,0.022000,0
window_counter,cache_model_hit,,,,,25228,50.456000,0
window_counter,cache_model_miss,,,,,2193,4.386000,0
window_counter,cache_sprite_hit,,,,,2662,5.324000,0
window_counter,cache_sprite_miss,,,,,911,1.822000,0
window_counter,painter_pops,,,,,2892701,5785.402000,0
window_counter,painter_gate_rejects,,,,,1263729,2527.458000,0
window_counter,painter_pushes,,,,,2892701,5785.402000,0
window_counter,painter_push_dedup,,,,,1264081,2528.162000,0
window_counter,painter_drain_events,,,,,1376,2.752000,0
window_gauge,painter_commands,,,,,5443,5443.000000,0
window_gauge,painter_tiles_remaining_set,,,,,4325,4325.000000,0
window_gauge,zone_map_count,,,,,46,46.000000,0
window_gauge,zone_map_capacity,,,,,256,256.000000,0
window_gauge,npc_slot_max,,,,,65,65.000000,0
window_stage,frame,4391704,4190000,5867000,18115000,,,1
window_stage,async,60202,2000,230000,627000,,,1
window_stage,logic,244668,195000,404000,2163000,,,1
window_stage,cs2,53064,0,226000,1003000,,,1
window_stage,layout,86,0,1000,3000,,,1
window_stage,interact,22794,19000,28000,568000,,,1
window_stage,emit,148088,137000,249000,740000,,,1
window_stage,paint,353246,335000,384000,2155000,,,1
window_stage,build,353404,335000,385000,2156000,,,1
window_stage,render,3191404,3077000,3841000,16998000,,,1
window_stage,present,137580,136000,150000,319000,,,1
window_stage,server,1676,1000,2000,106000,,,1
window_counter,uitree_find_id,,,,,280977,561.954000,1
window_counter,uitree_find_id_probes,,,,,509930,1019.860000,1
window_counter,uitree_id_rebuild,,,,,2,0.004000,1
window_counter,uitree_find_child,,,,,3120,6.240000,1
window_counter,uitree_find_child_hit,,,,,966,1.932000,1
window_counter,uitree_find_child_ceil_miss,,,,,2154,4.308000,1
window_counter,uitree_walk_emit,,,,,1437264,2874.528000,1
window_counter,uitree_walk_hit,,,,,355000,710.000000,1
window_counter,uitree_walk_hover,,,,,52000,104.000000,1
window_counter,uitree_emit_skip,,,,,1362000,2724.000000,1
window_counter,uitree_layout_resolve,,,,,284,0.568000,1
window_counter,uitree_layout_skip,,,,,142,0.284000,1
window_counter,uitree_layout_nodes,,,,,1007064,2014.128000,1
window_counter,uitree_layout_node_skip,,,,,1006526,2013.052000,1
window_counter,uitree_layout_depth_recompute,,,,,142,0.284000,1
window_counter,uitree_ensure_layout,,,,,8217,16.434000,1
window_counter,uitree_cc_delete,,,,,2,0.004000,1
window_counter,uitree_cc_deleteall,,,,,142,0.284000,1
window_counter,uitree_apply_geo,,,,,4364,8.728000,1
window_counter,uitree_apply_content,,,,,3268,6.536000,1
