kind,name,mean_ns,p50_ns,p95_ns,max_ns,total,per_frame
meta,total_frames,,,,,,300,
meta,frames_over_20ms,,,,,,14,
meta,eff_fps,,,,,,43.892,
stage,frame,22783426,4077000,9829000,5281758000,,
stage,async,818133,0,328000,86267000,,
stage,logic,2256983,146000,3444000,274248000,,
stage,cs2,2164883,0,3444000,273799000,,
stage,layout,913,0,1000,120000,,
stage,interact,13543,15000,24000,30000,,
stage,emit,76413,16000,210000,316000,,
stage,paint,314993,28000,728000,817000,,
stage,build,315093,28000,729000,817000,,
stage,render,1381093,278000,3100000,3383000,,
stage,present,139013,136000,152000,198000,,
stage,server,343736,0,2000,99567000,,
counter,uitree_find_id,,,,,311513,1038.376667
counter,uitree_find_id_probes,,,,,1188144,3960.480000
counter,uitree_find_id_linear,,,,,0,0.000000
counter,uitree_id_rebuild,,,,,163,0.543333
counter,uitree_find_child,,,,,26597,88.656667
counter,uitree_find_child_hit,,,,,15329,51.096667
counter,uitree_find_child_ceil_miss,,,,,10668,35.560000
counter,uitree_walk_emit,,,,,432653,1442.176667
counter,uitree_walk_emit_drag,,,,,0,0.000000
counter,uitree_walk_hit,,,,,114315,381.050000
counter,uitree_walk_hover,,,,,21838,72.793333
counter,uitree_walk_drop,,,,,0,0.000000
counter,uitree_emit_skip,,,,,409507,1365.023333
counter,uitree_layout_resolve,,,,,313,1.043333
counter,uitree_layout_skip,,,,,156,0.520000
counter,uitree_layout_nodes,,,,,871450,2904.833333
counter,uitree_layout_node_skip,,,,,757092,2523.640000
counter,uitree_layout_depth_recompute,,,,,142,0.473333
counter,uitree_ensure_layout,,,,,6108,20.360000
counter,uitree_cc_create,,,,,10119,33.730000
counter,uitree_cc_delete,,,,,0,0.000000
counter,uitree_cc_deleteall,,,,,324,1.080000
counter,uitree_cc_deleteall_rows,,,,,4556,15.186667
counter,uitree_apply_geo,,,,,18580,61.933333
counter,uitree_apply_content,,,,,22367,74.556667
counter,uitree_apply_hook,,,,,6243,20.810000
counter,uitree_apply_other,,,,,116984,389.946667
counter,uitree_key_scan,,,,,0,0.000000
counter,uitree_key_scan_nodes,,,,,0,0.000000
counter,uitree_components,,,,,1084655,3615.516667
counter,uitree_capacity,,,,,1284096,4280.320000
counter,uitree_free_list,,,,,0,0.000000
counter,uitree_node_bytes,,,,,2229190656,7430635.520000
counter,cs2_scripts,,,,,4516,15.053333
counter,cs2_opcodes,,,,,1616212,5387.373333
counter,cs2_host_ops,,,,,226689,755.630000
counter,cs2_cycles,,,,,1616212,5387.373333
counter,cs2_aborts,,,,,0,0.000000
counter,cs2_vm_acquire,,,,,2433,8.110000
counter,cs2_vm_pool_hit,,,,,2431,8.103333
counter,cs2_vm_pool_miss,,,,,2,0.006667
counter,cs2_vm_init_ns,,,,,1689000,5630.000000
counter,cs2_frame_pool_hit,,,,,6233,20.776667
counter,cs2_frame_pool_miss,,,,,11,0.036667
counter,cache_model_hit,,,,,25371,84.570000
counter,cache_model_miss,,,,,2186,7.286667
counter,cache_model_evict,,,,,0,0.000000
counter,cache_sprite_hit,,,,,2688,8.960000
counter,cache_sprite_miss,,,,,911,3.036667
counter,cache_sprite_evict,,,,,0,0.000000
counter,cache_texture_hit,,,,,0,0.000000
counter,cache_texture_miss,,,,,0,0.000000
counter,cache_objtype_hit,,,,,0,0.000000
counter,cache_objtype_miss,,,,,0,0.000000
counter,cache_npctype_hit,,,,,0,0.000000
counter,cache_npctype_miss,,,,,0,0.000000
counter,cache_loc_hit,,,,,0,0.000000
counter,cache_loc_miss,,,,,0,0.000000
counter,cache_other_hit,,,,,0,0.000000
counter,cache_other_miss,,,,,0,0.000000
counter,cache_group_hit,,,,,0,0.000000
counter,cache_group_miss,,,,,0,0.000000
counter,cache_group_evict,,,,,0,0.000000
counter,cache_archive_hit,,,,,0,0.000000
counter,cache_archive_miss,,,,,0,0.000000
counter,cache_archive_evict,,,,,0,0.000000
counter,model_inst_hit,,,,,0,0.000000
counter,model_inst_miss,,,,,0,0.000000
counter,model_inst_evict,,,,,0,0.000000
counter,painter_pops,,,,,1136418,3788.060000
counter,painter_gate_rejects,,,,,496813,1656.043333
counter,painter_pushes,,,,,1136418,3788.060000
counter,painter_push_dedup,,,,,495703,1652.343333
counter,painter_drain_events,,,,,540,1.800000
counter,painter_commands,,,,,703361,2344.536667
counter,painter_tiles_remaining_set,,,,,583875,1946.250000
counter,scene_elements,,,,,2988171,9960.570000
counter,scene_anim_list,,,,,15450,51.500000
counter,zone_map_count,,,,,8152,27.173333
counter,zone_map_capacity,,,,,76544,255.146667
counter,npc_slot_max,,,,,19435,64.783333
counter,cache_model_size,,,,,55802,186.006667
counter,cache_sprite_size,,,,,26921,89.736667
