framemap_id,seq_id,kind,frame_count,seq_name
344,0,classic,14,swarm_walk
344,1,classic,11,swarm_attack
344,2,classic,23,swarm_block
227,3,classic,4,paintball
225,4,classic,5,paintsplash
227,5,classic,4,paintball_travel
277,6,classic,16,boulder_rolling
1540,7,classic,12,lore_bird_chathead_happy
1540,8,classic,12,lore_bird_chathead_idle
1540,9,classic,23,lore_bird_chathead_quizical
335,10,classic,8,shark_walk
335,11,classic,10,shark_divedown
335,12,classic,10,shark_diveup
0,13,classic,8,ghosthuman_walk_forward
0,14,classic,11,ibansboltcasting
0,15,classic,12,ghosthuman_ready
284,16,classic,8,dm_walk
284,17,classic,2,dm_ready
284,18,classic,13,dm_attack
284,19,classic,9,dm_block
284,20,classic,9,dm_death
1080,21,classic,16,bdrag_walk
0,22,classic,23,anma_chopping_failed_trailblazer_axe_no_infernal
0,23,classic,24,human_canoeing_carve_trailblazer_axe_no_infernal
0,24,classic,6,human_woodcutting_trailblazer_axe_no_infernal
1080,25,classic,17,bdrag_attack
1080,26,classic,15,bdrag_block
1080,27,classic,12,bdrag_ready
1080,28,classic,36,bdrag_death
273,29,classic,8,bat_walk
273,30,classic,7,bat_attack
273,31,classic,6,bat_parry
273,32,classic,8,bat_walkbackwards
273,33,classic,8,bat_walkleft
273,34,classic,8,bat_walkright
273,35,classic,8,bat_ready
273,36,classic,9,bat_death
275,37,classic,8,bear_walk
275,38,classic,8,bear_walkbackwards
275,39,classic,8,bear_walkleft
275,40,classic,8,bear_walkright
275,41,classic,5,bear_attack
275,42,classic,8,bear_block
275,43,classic,2,bear_ready
275,44,classic,9,bear_death
279,45,classic,8,camel_walk
279,46,classic,8,camel_walkbackwards
279,47,classic,8,camel_walkleft
279,48,classic,8,camel_walkright
279,49,classic,7,camel_attack
279,50,classic,8,camel_block
279,51,classic,2,camel_ready
279,52,classic,5,camel_death
281,53,classic,4,chicken_walk
281,54,classic,2,chicken_ready
281,55,classic,4,chicken_attack
281,56,classic,5,chicken_block
281,57,classic,7,chicken_death
282,58,classic,8,cow_walk
282,59,classic,4,cow_attack
282,60,classic,4,cow_block
282,61,classic,26,cow_ready
282,62,classic,9,cow_death
1078,63,classic,20,demon_walk
1078,64,classic,18,demon_attack
1078,65,classic,20,demon_block
1078,66,classic,11,demon_ready
1078,67,classic,37,demon_death
1078,68,classic,37,demon_death_greater
1078,69,classic,27,demon_casting
286,70,classic,9,demon_portal
286,71,classic,12,demon_portalend
286,72,classic,12,demon_portalend_reverse
285,73,classic,16,deadtree_attack
288,74,classic,8,dog_walk
288,75,classic,4,dog_attack
288,76,classic,8,dog_block
288,77,classic,2,dog_ready
288,78,classic,9,dog_death
1080,79,classic,16,dragon_walk
1080,80,classic,17,dragon_attack
1080,81,classic,30,dragon_firebreath_all_attack
1080,82,classic,30,dragon_firebreath_left_attack
1080,83,classic,30,dragon_firebreath_right_attack
1080,84,classic,30,dragon_firebreath_middle_attack
0,85,classic,33,human_woodcrafting_axe_trailblazer_no_infernal
1090,86,classic,20,dragon_firebreath_attack
0,87,classic,24,brut_human_canoeing_carve_trailblazer_axe_no_infernal
0,88,classic,42,human_harpoon_trailblazer_no_infernal
1080,89,classic,21,dragon_block
1080,90,classic,12,dragon_ready
1080,91,classic,11,dragon_head_attack
1080,92,classic,36,dragon_death
295,93,classic,8,dryhad_walk
295,94,classic,5,dryhad_attack
295,95,classic,5,dryhad_block
295,96,classic,2,dryhad_ready
295,97,classic,5,dryhad_death
297,98,classic,8,dwarf_walk
297,99,classic,7,dwarf_attack
297,100,classic,6,dwarf_block
297,101,classic,4,dwarf_ready
297,102,classic,9,dwarf_death
297,103,classic,25,dwarf_drunkangry
297,104,classic,8,dwarf_drunkwalk
297,105,classic,18,dwarf_drunkwave
299,106,classic,8,fairy_walk
299,107,classic,8,fairy_walkbackwards
299,108,classic,8,fairy_walkleft
299,109,classic,8,fairy_walkright
299,110,classic,7,fairy_attack
299,111,classic,6,fairy_block
299,112,classic,2,fairy_ready
299,113,classic,9,fairy_death
300,114,classic,8,firebird_walk
300,115,classic,5,firebird_attack
300,116,classic,5,firebird_block
300,117,classic,2,firebird_ready
300,118,classic,5,firebird_death
301,119,classic,8,ghost_walk
301,120,classic,8,ghost_walkbackwards
301,121,classic,8,ghost_walkleft
301,122,classic,8,ghost_walkright
301,123,classic,10,ghost_attack
301,124,classic,9,ghost_block
301,125,classic,2,ghost_ready
301,126,classic,9,ghost_death
302,127,classic,8,giant_walk
302,128,classic,7,giant_attack
302,129,classic,8,giant_block
302,130,classic,4,giant_ready
302,131,classic,9,giant_death
302,132,classic,18,giant_casting
302,133,classic,16,giant_teleport
302,134,classic,16,giant_teleport_reverse
303,135,classic,16,g_teleport
303,136,classic,15,g_teleport_reverse
305,137,classic,8,giantrat_walk
305,138,classic,3,giantrat_attack
305,139,classic,8,giantrat_block
305,140,classic,2,giantrat_ready
305,141,classic,5,giantrat_death
306,142,classic,6,giantspider_walk
306,143,classic,3,giantspider_attack
306,144,classic,3,giantspider_block
306,145,classic,2,giantspider_ready
306,146,classic,5,giantspider_death
306,147,classic,13,giantspider_casting
306,148,classic,9,giantspider_teleport
306,149,classic,9,giantspider_teleport_reverse
307,150,classic,9,s_teleport
307,151,classic,9,s_teleport_reverse
310,152,classic,8,golem_walk
310,153,classic,8,golem_attack
310,154,classic,8,golem_block
310,155,classic,4,golem_ready
310,156,classic,9,golem_death
311,157,classic,8,hell_walk
311,158,classic,6,hell_attack
311,159,classic,8,hell_block
311,160,classic,2,hell_ready
311,161,classic,9,hell_death
312,162,classic,8,hobgoblin_walk
312,163,classic,4,hobgoblin_attack
312,164,classic,4,hobgoblin_attackunarmed
312,165,classic,8,hobgoblin_block
312,166,classic,2,hobgoblin_ready
312,167,classic,9,hobgoblin_death
1240,168,classic,8,imp_walk
1240,169,classic,12,imp_attack
1240,170,classic,8,imp_block
1240,171,classic,8,imp_ready
1240,172,classic,19,imp_death
1240,173,classic,12,brownimp_grab
1240,174,classic,6,brownimp_appear
1240,175,classic,10,brownimp_disappear
293,176,classic,25,anim_cagetrap01_close
293,177,classic,16,anim_cagetrap01_idle
293,178,classic,48,anim_cagetrap01_caught
0,179,classic,9,human_pray_loop
272,180,classic,89,monkey_cow_idle
317,181,classic,5,magicaxe_walk
317,182,classic,5,magicaxe_walkbackwards
317,183,classic,5,magicaxe_walkright
317,184,classic,5,magicaxe_walkleft
317,185,classic,9,magicaxe_attack
317,186,classic,8,magicaxe_block
317,187,classic,2,magicaxe_ready
317,188,classic,5,magicaxe_death
0,189,classic,8,emote_yes_loop
0,190,classic,12,emote_no_loop
0,191,classic,14,emote_think_loop
0,192,classic,8,emote_bow_loop
